6.910347787004202935e-01,9.460884975546864952e-12
6.935600723413311020e-01,7.464210250557781359e-12
6.960284745776387227e-01,5.984260156152574520e-12
6.994025293609926752e-01,4.870141973709754568e-12
7.000509922622446535e-01,3.916250678726463184e-12
7.022940174582683603e-01,3.179730588724740416e-12
7.068498474595110714e-01,2.488322727987809090e-12
7.110243309636889997e-01,1.886397144702854194e-12
7.142007878968429369e-01,1.362144204167360050e-12
7.167334792191984993e-01,1.000369673083368521e-12
7.249689824828048357e-01,8.101503999364439784e-13
7.374615520135885394e-01,1.082593105829212970e-12
7.514485959868382192e-01,1.329636842958969939e-12
7.753574353575297673e-01,1.728630716577111528e-12
7.962219190528635471e-01,2.037252667651581850e-12
8.072936945120026131e-01,3.123170244268528596e-12
8.096472138682095920e-01,3.725022340060738677e-12
8.132123299513293047e-01,6.062337310100782282e-12
8.178059232876599971e-01,9.448448134310255777e-12
