1.09302715134179e-03	-12.324997494884212
1.31496971328507e-03	-16.30507743429598
1.59289228343374e-03	-20.778636554585283
1.87740131195082e-03	-25.991212597498308
2.18258217299797e-03	-33.12600305562053
2.50274847399301e-03	-44.655846580058025
2.79228038656497e-03	-60.20323471397867
2.98984384368578e-03	-79.66961978731285
3.15784222457665e-03	-103.48201373533684
3.28987925171692e-03	-134.41666104650142
3.38198522676611e-03	-96.0100645929826
3.52476639268837e-03	-64.83561385522768
3.82738949079883e-03	-51.79814929727844
3.98861980158346e-03	-40.620594737533665
4.07219466465886e-03	-30.119779022733034
4.07319144796837e-03	-19.96549422305848
4.07391653453121e-03	-14.804770301533967
4.10266093454268e-03	-10.97820495808324
4.10389344614293e-03	-6.627887641704416
4.18657552572023e-03	18.525940737948943
4.24331261175354e-03	27.947044192342045
4.24180227391285e-03	50.82490314866295
4.27002075655127e-03	73.85951151512633
4.44865964095324e-03	92.41891603298487
4.57290246892765e-03	73.84581811440508
4.83124963900459e-03	59.000913009873905
5.06910745596750e-03	50.80040741914498
5.31796578141164e-03	54.736675033688414
5.69492704978137e-03	58.97466366336113
6.09915181954772e-03	54.716380782366066
7.19061060912550e-03	42.10052941700122
8.53549339757462e-03	33.62664128016515
9.85773289305786e-03	27.883380619461864
12.5320230341814e-03	20.66299408529704
15.2890028679169e-03	17.131317642063514
17.0615157886308e-03	15.892577695994207
19.5697375395089e-03	13.42706922755861
21.8392613661985e-03	11.77698481600906
25.0501405017697e-03	9.765716302036786
27.5737748951041e-03	9.059907930684457
30.3526615977452e-03	7.946809024246767
34.3416724146668e-03	6.467880296094638
38.8540629427627e-03	5.464682864886236
45.1825474280089e-03	4.3650081065904835
54.0043936059514e-03	3.2352314160476845
60.2686830409915e-03	2.733533784767427
69.1365024502567e-03	1.9157655914578906
77.1646388213662e-03	1.3427417773514978
80.9646006335802e-03	1.1347078738815042
82.0992834699167e-03	0.795512367722375
82.1175524405119e-03	0.5474053179229516
82.7061510789828e-03	0.3367143758583145
82.7337586334714e-03	0.19220061505448446
83.9352446469072e-03	0.058110861245846
84.5556834507842e-03	0.024596427621867843
85.7950808204446e-03	0.0059425359751098
86.4638888655026e-03	0.0012834480059785006
87.1030190903794e-03	0.0005432415784017901
87.1398493690652e-03	0.00026702439958615375
90.3310375391097e-03	-1.529767985489569
91.5501244438516e-03	-2.5337610753441195
92.1571088362063e-03	-3.8223400746429532
95.9997401518668e-03	-5.985308187317634
100.733957597654e-03	-4.521439325005808
103.553030473816e-03	-3.290464897461618
105.019467314661e-03	-1.8092579062621743
107.986098765230e-03	-0.8566283074690161
110.280660825604e-03	-0.39071368621083075
111.061240965609e-03	-0.27909139111814013
112.617714818624e-03	-0.19566327022994517
115.759055613749e-03	0.16535793198944526
118.139898697808e-03	0.2314754868638163
120.564343940456e-03	0.3491825763327755
120.529476037709e-03	0.567664670241761
126.426952291279e-03	0.794583660110173
139.129567724435e-03	1.112067187420714
166.203847721515e-03	2.059582706295156
187.973502177146e-03	3.224332349154397
214.116026134760e-03	3.1635150671438677
268.453116386456e-03	3.10303932416722
299.579251706450e-03	2.8253610826903834
358.039927521941e-03	2.4318087953188705
410.666414401612e-03	2.132799852450866
490.804928614096e-03	1.8357163166224488
619.679594107466e-03	1.4121968462459626
771.726514322031e-03	1.1278070466331351
1001.45471161418e-03	0.8514817946304711
1317.53226725608e-03	0.6192500246721014
1574.69150110076e-03	0.5039306921639493
1698.13527420629e-03	0.4338574539820158
1806.42880622930e-03	0.3402161617109761
1831.62283792793e-03	0.266820494790088
1988.23748722099e-03	0.36653022265360946
